cast_id,id,cast_gender,id_actors,cast_name
39.0,1408,0.0,1466675.0,Christopher Halliday
40.0,1408,0.0,1420324.0,Chris Johnston
41.0,1408,2.0,16792.0,Richard Leaf
42.0,1408,0.0,2480.0,Tam White
43.0,1408,2.0,2479.0,Rupert Vansittart
44.0,1408,2.0,19704.0,Nick Bartlett
45.0,1408,2.0,1715.0,David Bailie
46.0,1408,0.0,1221761.0,Kwame Kwei-Armah
47.0,1408,2.0,178622.0,Ramon Tikaram
48.0,1408,2.0,64102.0,Christopher Adamson
4.0,524,2.0,380.0,Robert De Niro
5.0,524,1.0,4430.0,Sharon Stone
6.0,524,2.0,4517.0,Joe Pesci
7.0,524,2.0,4512.0,James Woods
11.0,524,2.0,7167.0,Don Rickles
13.0,524,2.0,7169.0,Alan King
10.0,524,2.0,7166.0,Kevin Pollak
9.0,524,0.0,7165.0,Pasquale Cajano
27.0,524,2.0,8262.0,L.Q. Jones
28.0,524,2.0,166789.0,Dick Smothers
8.0,524,2.0,7164.0,Frank Vincent
20.0,524,2.0,7424.0,Oscar Goodman
29.0,524,2.0,18262.0,Richard Riehle
31.0,524,1.0,11483.0,Catherine Scorsese
12.0,524,2.0,7168.0,Vinny Vella
21.0,524,0.0,7425.0,Nobu Matsuhisa
19.0,524,1.0,7423.0,Erika von Tagen
22.0,524,0.0,7444.0,Nick Mazzola
32.0,524,0.0,107020.0,David Rose
33.0,524,2.0,99906.0,John Bloom
34.0,524,2.0,13605.0,Joseph Rigano
35.0,524,2.0,14332.0,Philip Suriano
36.0,524,0.0,105623.0,Melissa Prophet
37.0,524,0.0,1574239.0,Bill Allison
38.0,524,0.0,96901.0,Joe La Due
39.0,524,2.0,7531.0,Joseph P. Reidy
40.0,524,0.0,1738942.0,Craig Vincent
41.0,524,2.0,42824.0,Carl Ciarfalio
42.0,524,2.0,39599.0,Gene Ruffini
43.0,524,0.0,1204013.0,Dominick Grieco
44.0,524,0.0,17921.0,Clem Caserta
45.0,524,2.0,120303.0,Daniel P. Conte
46.0,524,0.0,583419.0,Joey DePinto
47.0,524,2.0,122124.0,Jack Orend
48.0,524,2.0,58535.0,Paul Herman
49.0,524,0.0,1219275.0,Jed Mills
50.0,524,0.0,553774.0,Claudia Haro
51.0,524,0.0,1892328.0,Ffolliott Le Coque
52.0,524,0.0,1888770.0,John Manca
53.0,524,2.0,233121.0,Ronald Maccone
54.0,524,0.0,1888773.0,Joseph Bono
55.0,524,2.0,4692.0,Frank Adonis
56.0,524,2.0,58474.0,Anthony Russell
57.0,524,2.0,1183497.0,Stuart Nisbet
58.0,524,2.0,1644894.0,Alfred Nittoli
6.0,4584,1.0,204.0,Kate Winslet
7.0,4584,1.0,7056.0,Emma Thompson
8.0,4584,2.0,3291.0,Hugh Grant
9.0,4584,2.0,207.0,Tom Wilkinson
10.0,4584,2.0,4566.0,Alan Rickman
11.0,4584,1.0,20769.0,Imogen Stubbs
12.0,4584,2.0,16700.0,Greg Wise
13.0,4584,2.0,41419.0,Hugh Laurie
14.0,4584,1.0,11356.0,Imelda Staunton
15.0,4584,2.0,23076.0,Robert Hardy
16.0,4584,2.0,31923.0,Oliver Ford Davies
17.0,4584,2.0,10726.0,James Fleet
18.0,4584,1.0,17477.0,Harriet Walter
19.0,4584,1.0,9138.0,Gemma Jones
20.0,4584,0.0,937907.0,Emilie François
21.0,4584,1.0,1220119.0,Elizabeth Spriggs
22.0,4584,2.0,141551.0,Richard Lumsden
42.0,5,2.0,3129.0,Tim Roth
31.0,5,2.0,3131.0,Antonio Banderas
29.0,5,1.0,3130.0,Jennifer Beals
25.0,5,1.0,3125.0,Madonna
41.0,5,1.0,3141.0,Marisa Tomei
43.0,5,2.0,62.0,Bruce Willis
38.0,5,2.0,138.0,Quentin Tarantino
22.0,5,1.0,3122.0,Sammi Davis
23.0,5,1.0,3123.0,Amanda de Cadenet
24.0,5,1.0,3124.0,Valeria Golino
27.0,5,1.0,3127.0,Lili Taylor
39.0,5,2.0,2545.0,Lawrence Bender
26.0,5,1.0,3126.0,Ione Skye
28.0,5,1.0,3128.0,Alicia Witt
30.0,5,2.0,2555.0,David Proval
32.0,5,1.0,3132.0,Lana McKissack
34.0,5,1.0,3134.0,Tamlyn Tomita
40.0,5,1.0,3138.0,Kathy Griffin
37.0,5,2.0,3137.0,Paul Calderon
36.0,5,1.0,3136.0,Salma Hayek
33.0,5,1.0,3133.0,Patricia Vonne
35.0,5,0.0,3135.0,Danny Verduzco
44.0,5,0.0,37336.0,Kimberly Blair
45.0,5,2.0,3140.0,Marc Lawrence
1.0,9273,2.0,206.0,Jim Carrey
2.0,9273,2.0,3547.0,Ian McNeice
3.0,9273,2.0,4001.0,Simon Callow
4.0,9273,2.0,57096.0,Maynard Eziashi
15.0,9273,2.0,4029.0,Bob Gunton
16.0,9273,1.0,2598.0,Sophie Okonedo
17.0,9273,2.0,88059.0,Tommy Davidson
18.0,9273,2.0,31164.0,Adewale Akinnuoye-Agbaje
19.0,9273,0.0,1080060.0,Danny D. Daniels
20.0,9273,0.0,1080061.0,Sam Motoana Phillips
21.0,9273,2.0,172354.0,Damon Standifer
22.0,9273,2.0,158324.0,Andrew Steel
23.0,9273,2.0,27752.0,Bruce Spence
24.0,9273,0.0,171303.0,Tom Grunke
25.0,9273,0.0,1080062.0,Arsenio 'Sonny' Trinidad
1.0,11517,2.0,10814.0,Wesley Snipes
3.0,11517,2.0,57755.0,Woody Harrelson
4.0,11517,1.0,16866.0,Jennifer Lopez
5.0,11517,2.0,9287.0,Robert Blake
17.0,11517,2.0,2955.0,Chris Cooper
18.0,11517,2.0,4887.0,Joe Grifasi
19.0,11517,2.0,32287.0,Scott Sowers
20.0,11517,2.0,33658.0,Skipp Sudduth
21.0,11517,0.0,106791.0,Aida Turturro
22.0,11517,2.0,47774.0,Vincent Pastore
23.0,11517,2.0,15029.0,Enrico Colantoni
24.0,11517,2.0,5502.0,Bill Nunn
59.0,11517,1.0,203801.0,Katie Gill
60.0,11517,2.0,15372.0,Jeremy Roberts
61.0,11517,2.0,1811956.0,Joe Bacino
1.0,8012,2.0,8891.0,John Travolta
2.0,8012,2.0,193.0,Gene Hackman
3.0,8012,1.0,14343.0,Rene Russo
4.0,8012,2.0,518.0,Danny DeVito
5.0,8012,2.0,1117.0,Dennis Farina
6.0,8012,2.0,18792.0,Delroy Lindo
7.0,8012,2.0,4691.0,James Gandolfini
8.0,8012,2.0,9629.0,Jon Gries
9.0,8012,0.0,53600.0,Renee Props
10.0,8012,2.0,19839.0,David Paymer
11.0,8012,2.0,4790.0,Martin Ferrero
12.0,8012,2.0,30488.0,Miguel Sandoval
13.0,8012,2.0,16429.0,Jacob Vargas
14.0,8012,2.0,53601.0,Bobby Slayton
15.0,8012,1.0,53602.0,Linda Hart
25.0,8012,0.0,141582.0,Jeffrey J. Stephen
8.0,1710,1.0,10205.0,Sigourney Weaver
9.0,1710,1.0,18686.0,Holly Hunter
10.0,1710,2.0,883.0,Will Patton
11.0,1710,2.0,18687.0,William McNamara
12.0,1710,2.0,18688.0,Harry Connick Jr.
13.0,1710,2.0,5169.0,J.E. Freeman
20.0,1710,2.0,20212.0,Dermot Mulroney
32.0,1710,2.0,60205.0,John Rothman
25.0,1710,1.0,154691.0,Shannon O'Hurley
26.0,1710,2.0,95838.0,Bob Greene
27.0,1710,0.0,215904.0,Tony Haney
28.0,1710,0.0,1074167.0,Danny Kovacs
29.0,1710,0.0,167781.0,Tahmus Rounds
30.0,1710,0.0,1074168.0,Scott Devenney
31.0,1710,0.0,1074169.0,David Michael Silverman
1.0,9691,2.0,16483.0,Sylvester Stallone
2.0,9691,2.0,3131.0,Antonio Banderas
3.0,9691,1.0,1231.0,Julianne Moore
4.0,9691,0.0,58556.0,Anatoli Davydov
5.0,9691,2.0,17348.0,Muse Watson
6.0,9691,2.0,14328.0,Steve Kahan
7.0,9691,1.0,47757.0,Kelly Rowan
8.0,9691,2.0,31508.0,Reed Diamond
9.0,9691,2.0,42146.0,Kai Wulff
10.0,9691,0.0,58557.0,Kerry Skalsky
11.0,9691,0.0,58558.0,James Douglas Haskins
12.0,9691,2.0,58559.0,Stephen Liska
13.0,9691,0.0,58560.0,John Harms
14.0,9691,0.0,58561.0,Edward J. Rosen
15.0,9691,0.0,58562.0,Christina Orchid
90.0,9691,0.0,1611202.0,Choco Orta
91.0,9691,2.0,543847.0,Germán Legarreta
1.0,12665,1.0,2453.0,Mary Steenburgen
2.0,12665,2.0,54789.0,Sean Patrick Flanery
3.0,12665,2.0,2714.0,Lance Henriksen
4.0,12665,2.0,4785.0,Jeff Goldblum
5.0,12665,2.0,36637.0,Brandon Smith
1.0,451,2.0,2963.0,Nicolas Cage
2.0,451,1.0,1951.0,Elisabeth Shue
3.0,451,2.0,6104.0,Julian Sands
4.0,451,2.0,6105.0,Richard Lewis
5.0,451,2.0,6106.0,Steven Weber
6.0,451,1.0,6107.0,Kim Adams
7.0,451,1.0,6108.0,Emily Procter
8.0,451,2.0,6109.0,Stuart Reynolds 
9.0,451,1.0,3124.0,Valeria Golino
10.0,451,2.0,6110.0,Graham Beckel
23.0,451,1.0,6240.0,Mariska Hargitay
24.0,451,1.0,12133.0,Laurie Metcalf
25.0,451,1.0,2138.0,Shawnee Smith
27.0,451,2.0,52418.0,David Kriegel
2.0,16420,2.0,2975.0,Laurence Fishburne
3.0,16420,1.0,1350.0,Irène Jacob
4.0,16420,2.0,11181.0,Kenneth Branagh
5.0,16420,2.0,27631.0,Nathaniel Parker
6.0,16420,0.0,232174.0,Indra Ové
9.0,16420,2.0,17483.0,Michael Maloney
10.0,16420,1.0,1227643.0,Anna Patrick
11.0,16420,2.0,32357.0,Nicholas Farrell
12.0,16420,2.0,3968.0,Michael Sheen
9.0,9263,1.0,6886.0,Christina Ricci
10.0,9263,0.0,12929.0,Rosie O'Donnell
11.0,9263,1.0,2155.0,Thora Birch
12.0,9263,1.0,29369.0,Melanie Griffith
13.0,9263,1.0,12930.0,Gaby Hoffmann
14.0,9263,1.0,3416.0,Demi Moore
15.0,9263,0.0,114471.0,Ashleigh Aston Moore
16.0,9263,1.0,12931.0,Rita Wilson
17.0,9263,2.0,141521.0,Walter Sparrow
18.0,9263,2.0,50398.0,Devon Sawa
19.0,9263,1.0,9599.0,Cloris Leachman
20.0,9263,1.0,21197.0,Janeane Garofalo
21.0,9263,2.0,5587.0,Hank Azaria
22.0,9263,1.0,5149.0,Bonnie Hunt
23.0,9263,1.0,12139.0,Lolita Davidovich
24.0,9263,2.0,18269.0,Brendan Fraser
1.0,17015,1.0,30318.0,Amanda Root
2.0,17015,2.0,8785.0,Ciarán Hinds
6.0,17015,1.0,87415.0,Susan Fleetwood
8.0,17015,1.0,10981.0,Fiona Shaw
9.0,17015,2.0,14465.0,John Woodvine
10.0,17015,1.0,3930.0,Phoebe Nicholls
11.0,17015,2.0,54447.0,Samuel West
12.0,17015,1.0,32990.0,Sophie Thompson
13.0,17015,1.0,45455.0,Judy Cornwell
14.0,17015,2.0,57461.0,Simon Russell Beale
15.0,17015,1.0,42645.0,Felicity Dean
16.0,17015,2.0,27660.0,Roger Hammond
18.0,17015,1.0,55645.0,Victoria Hamilton
19.0,17015,2.0,13328.0,Corin Redgrave
20.0,17015,0.0,1487246.0,Emma Roberts
21.0,17015,2.0,25665.0,Robert Glenister
22.0,17015,2.0,7025.0,Richard McCabe
23.0,17015,0.0,1229181.0,Helen Schlesinger
24.0,17015,0.0,1246598.0,Jane Wood
25.0,17015,2.0,1227492.0,David Collings
26.0,17015,0.0,217100.0,Darlene Johnson
27.0,17015,0.0,1840472.0,Cinnamon Faye
28.0,17015,0.0,1840473.0,Isaac Maxwell-Hunt
29.0,17015,2.0,1073272.0,Roger Llewellyn
30.0,17015,0.0,1241523.0,Sally George
31.0,17015,0.0,1840474.0,Lonnie James
24.0,902,2.0,2372.0,Ron Perlman
25.0,902,2.0,2413.0,Dominique Pinon
26.0,902,0.0,13842.0,Judith Vittet
27.0,902,2.0,13843.0,Daniel Emilfork
28.0,902,2.0,13687.0,Jean-Claude Dreyfus
29.0,902,1.0,13845.0,Geneviève Brunet
30.0,902,1.0,13846.0,Odile Mallet
